toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim,toi_created,rowupdate,cdpp,pl_perturbed
2508.01,147430118,PC,06h59m16.31s,104.817965,-14d26m40.24s,-14.444511,-6.1,1.9,-1.9,0.0,-0.9,1.9,-1.9,0.0,2459226.246477,0.00405,-0.00405,0,1.6951056,1.47e-05,-1.47e-05,0,3.238,0.53,-0.53,0,370.0,0.809849,-0.809849,0,3.11352,,,0,6387.13,,,,,,,,10.3559,0.006,-0.006,0,306.597,,,0,6796.0,,,0,,,,0,1.61,,,0,2021-03-02 22:28:40,2024-08-22 10:08:01,323.089993667909 ppm,
2768.01,443556801,PC,06h37m27.39s,99.364134,-15d28m52.33s,-15.481203,-82.719,0.053,-0.053,0.0,85.136,0.058,-0.058,0.0,2459225.646634,0.001749,-0.001749,0,1.5080197,4.9e-06,-4.9e-06,0,1.032,0.167,-0.167,0,1790.0,4.65675,-4.65675,0,3.01287,0.351265,-0.351265,0,89.0458,,,,855.0,,,,11.3676,0.006,-0.006,0,78.4525,0.1883,-0.1883,0,4008.0,130.4,-130.4,0,4.6,0.12,-0.12,0,0.66,0.07,-0.07,0,2021-06-03 22:07:25,2024-08-22 10:08:01,,2.6686146521682046
3082.01,428699140,CP,13h03m37.94s,195.908072,-19d13m08.34s,-19.218984,-123.898,0.073,-0.073,0.0,-28.308,0.051,-0.051,0.0,2459332.242276,0.001861,-0.001861,0,1.9268037,7.1e-06,-7.1e-06,0,1.4,0.214,-0.214,0,2260.0,3.59571,-3.59571,0,3.42735,0.338589,-0.338589,0,131.648,,,,943.0,,,,11.7662,0.006,-0.006,0,113.048,0.4545,-0.4545,0,4249.0,123.4,-123.4,0,4.59,0.1,-0.1,0,0.68,0.06,-0.06,0,2021-06-04 01:36:32,2024-08-22 10:08:01,596.3486767415569 ppm,3.7232583184703874
3086.01,374158843,PC,10h39m38.43s,159.910145,-48d32m17.2s,-48.538112,-9.517,0.05,-0.05,0.0,-30.568,0.042,-0.042,0.0,2459320.535229,0.002827,-0.002827,0,10.9506335,6.04e-05,-6.04e-05,0,2.635,0.483,-0.483,0,1820.0,2.58736,-2.58736,0,3.17264,0.28152,-0.28152,0,20.8045,,,,594.0,,,,11.4005,0.006,-0.006,0,116.69,0.433,-0.433,0,4530.0,127.0,-127.0,0,4.56,0.1,-0.1,0,0.73,0.06,-0.06,0,2021-06-04 01:36:32,2024-08-22 10:08:01,602.418317035026 ppm,3.165567684802537
3269.01,410314178,PC,02h30m27.26s,37.613585,-84d03m12.18s,-84.053383,18.107,1.227,-1.227,0.0,19.593,1.227,-1.227,0.0,2459385.660727,0.001911,-0.001911,0,4.132031,1.48e-05,-1.48e-05,0,1.354,0.18,-0.18,0,4220.0,6.79235,-6.79235,0,3.73783,0.704389,-0.704389,0,76.3127,,,,823.0,,,,12.839,0.007,-0.007,0,489.606,,,0,5657.6,551.2,-551.2,0,,,,0,0.53,0.1,-0.1,0,2021-06-04 14:05:34,2024-08-22 10:08:01,4045.4113106147083 ppm,4.042265783227838
3485.01,394672497,PC,13h26m59.94s,201.749736,-73d35m39.29s,-73.594247,5.529,0.036,-0.036,0.0,8.253,0.034,-0.034,0.0,2459382.714016,0.002524,-0.002524,0,11.8413467,6.07e-05,-6.07e-05,0,2.865,0.183,-0.183,0,770.0,0.83445,-0.83445,0,2.20757,0.187216,-0.187216,0,18.0311,,,,574.0,,,,9.6181,0.006,-0.006,0,56.8792,0.08055,-0.08055,0,4554.0,122.3,-122.3,0,4.52,0.1,-0.1,0,0.77,0.06,-0.06,0,2021-06-16 23:32:22,2024-08-22 10:08:01,188.4892113168754 ppm,2.0659262451002074
3488.01,394570569,PC,13h24m41.94s,201.174749,-72d40m35.25s,-72.676459,-9.464,0.041,-0.041,0.0,-7.66,0.04,-0.04,0.0,2459379.699385,0.009855,-0.009855,0,6.9625419,9.93e-05,-9.93e-05,0,4.564,0.623,-0.623,0,1030.0,2.46467,-2.46467,0,2.97636,0.2175,-0.2175,0,360.794,,,,1214.0,,,,11.7789,0.006,-0.006,0,278.915,2.0385,-2.0385,0,5727.0,131.9,-131.9,0,4.5,0.08,-0.08,0,0.95,0.05,-0.05,0,2021-06-16 23:32:22,2024-08-22 10:08:01,669.356010636791 ppm,2.8104390466024434
3665.01,65440953,PC,03h36m51.6s,54.214981,+44d46m11.45s,44.769846,-23.228,0.12,-0.12,0.0,-14.648,0.106,-0.106,0.0,2458812.783914,0.006459,-0.006459,0,0.8746494,0.0004607,-0.0004607,0,1.576,0.307,-0.307,0,1910.0,8.91633,-8.91633,0,3.71319,0.355009,-0.355009,0,1522.95,,,,1740.0,,,,12.4829,0.006,-0.006,0,244.03,3.499,-3.499,0,4977.4,111.6,-111.6,0,4.54,0.09,-0.09,0,0.81,0.05,-0.05,0,2021-06-23 15:17:49,2024-08-22 10:08:01,3390.744062967649 ppm,3.929668556054474
3794.01,416539317,FA,08h27m23.94s,126.849751,+64d45m54.91s,64.765253,0.908,0.033,-0.033,0.0,-37.02,0.045,-0.045,0.0,2459604.715425,0.013118,-0.013118,0,2.2019606,4.68e-05,-4.68e-05,0,4.326,0.856,-0.856,0,960.0,5.33176,-5.33176,0,3.97533,0.397716,-0.397716,0,4911.26,,,,2332.0,,,,12.4091,0.009,-0.009,0,645.718,12.776,-12.776,0,6269.0,130.6,-130.6,0,4.26,0.09,-0.09,0,1.35,0.07,-0.07,0,2021-06-23 15:20:14,2024-08-22 10:08:01,1556.0899223480253 ppm,4.2321776766474395
3891.01,459215281,PC,13h08m34.85s,197.145209,+55d03m04.82s,55.051338,-19.503,0.03,-0.03,0.0,-2.706,0.027,-0.027,0.0,2459659.435404,0.005922,-0.005922,0,2.7694074,3.22e-05,-3.22e-05,0,2.692,0.498,-0.498,0,1010.0,3.67328,-3.67328,0,3.02805,0.253264,-0.253264,0,551.573,,,,1350.0,,,,12.387,0.007,-0.007,0,331.96,2.2645,-2.2645,0,5269.6,111.0,-111.0,0,4.44,0.08,-0.08,0,0.94,0.05,-0.05,0,2021-06-23 15:22:06,2024-08-22 10:08:01,888.3427574344124 ppm,2.879123264819412
3896.01,445837596,PC,12h31m43.26s,187.93024,+63d54m30.77s,63.908546,-108.479,0.037,-0.037,0.0,-5.138,0.036,-0.036,0.0,2459634.322384,0.003042,-0.003042,0,4.3773113,2.08e-05,-2.08e-05,0,2.329,0.238,-0.238,0,1430.0,1.90317,-1.90317,0,2.97425,0.205637,-0.205637,0,144.988,,,,966.0,,,,11.6832,0.006,-0.006,0,181.653,0.713,-0.713,0,5127.0,120.1,-120.1,0,4.63,0.09,-0.09,0,0.75,0.04,-0.04,0,2021-06-23 15:22:07,2024-08-22 10:08:01,616.5335653969368 ppm,3.159577209130146
3899.01,441697509,PC,14h15m36.51s,213.902139,+57d49m17.3s,57.821472,-68.036,0.04,-0.04,0.0,-28.259,0.041,-0.041,0.0,2458951.991759,0.004714,-0.004714,0,5.2077671,0.0001814,-0.0001814,0,2.369,0.324,-0.324,0,850.0,1.76769,-1.76769,0,2.66176,0.209219,-0.209219,0,144.63,,,,966.0,,,,11.0866,0.006,-0.006,0,194.548,1.0355,-1.0355,0,5522.5,144.8,-144.8,0,4.5,0.08,-0.08,0,0.92,0.06,-0.06,0,2021-06-23 15:22:50,2024-08-22 10:08:01,434.69660457574736 ppm,2.5242796942434453
3911.01,158497525,PC,14h40m09.07s,220.037779,+54d08m14.21s,54.137281,15.206,0.035,-0.035,0.0,-69.782,0.042,-0.042,0.0,2459677.077572,0.0043,-0.0043,0,9.3517097,6.01e-05,-6.01e-05,0,2.682,0.356,-0.356,0,1590.0,3.12779,-3.12779,0,3.52814,0.251677,-0.251677,0,47.221,,,,730.0,,,,11.6301,0.006,-0.006,0,219.72,1.0925,-1.0925,0,5298.6,116.8,-116.8,0,4.52,0.08,-0.08,0,0.86,0.05,-0.05,0,2021-06-23 15:22:52,2024-08-22 10:08:01,523.4356635229253 ppm,3.7370695815454886
4027.01,427866520,PC,23h32m38.07s,353.15863,+69d25m19.71s,69.422141,14.375,0.051,-0.051,0.0,17.256,0.044,-0.044,0.0,2459907.148211,0.005386,-0.005386,0,3.6074546,2.48e-05,-2.48e-05,0,2.197,0.549,-0.549,0,1168.0,94.108,-94.108,0,2.69934,0.222211,-0.222211,0,297.468,,,,1156.0,,,,11.3099,0.006,-0.006,0,207.243,1.0755,-1.0755,0,5593.0,202.1,-202.1,0,4.52,0.08,-0.08,0,0.91,0.05,-0.05,0,2021-06-23 15:25:58,2024-08-22 10:08:01,625.8387070940742 ppm,2.5635522017784034
4071.01,115182469,PC,16h37m09.95s,249.291448,+43d20m41.14s,43.344761,-36.022,0.049,-0.049,0.0,-31.743,0.058,-0.058,0.0,2459001.307881,0.00411,-0.00411,0,6.5169955,0.0012892,-0.0012892,0,2.416,0.374,-0.374,0,930.0,2.838,-2.838,0,2.26174,0.19634,-0.19634,0,62.6073,,,,783.0,,,,10.7133,0.006,-0.006,0,104.24,0.307,-0.307,0,4937.5,123.2,-123.2,0,4.64,0.09,-0.09,0,0.71,0.05,-0.05,0,2021-06-23 15:26:07,2024-08-22 10:08:01,295.9934985005923 ppm,2.1237160619362103
4096.01,272782321,PC,15h51m56.84s,237.986823,+67d02m22.87s,67.039685,-22.247,0.028,-0.028,0.0,22.007,0.024,-0.024,0.0,2459836.287468,0.004249,-0.004249,0,10.1045108,6.24e-05,-6.24e-05,0,3.23,0.375,-0.375,0,1490.0,98.0566,-98.0566,0,3.3818,0.251105,-0.251105,0,47.9649,,,,733.0,,,,12.4983,0.007,-0.007,0,306.261,1.2275,-1.2275,0,5053.0,125.6,-125.6,0,4.46,0.09,-0.09,0,0.9,0.06,-0.06,0,2021-06-23 15:28:22,2024-08-22 10:08:01,2376.5430384412334 ppm,3.3531780959294912
4097.01,264295655,PC,21h20m55.94s,320.233103,+83d01m22s,83.022778,24.599,0.042,-0.042,0.0,-21.36,0.036,-0.036,0.0,2459768.767188,0.002805,-0.002805,0,2.7741864,1.11e-05,-1.11e-05,0,2.005,0.245,-0.245,0,1910.0,2.02996,-2.02996,0,3.6487,0.224433,-0.224433,0,393.387,,,,1240.0,,,,12.4222,0.008,-0.008,0,317.929,1.9595,-1.9595,0,5636.0,127.9,-127.9,0,4.61,0.08,-0.08,0,0.82,0.04,-0.04,0,2021-06-23 15:28:22,2024-08-22 10:08:01,1269.7394426850808 ppm,3.8669910914899823
4099.01,264173803,PC,19h38m14.87s,294.561939,+71d34m28.32s,71.574534,18.269,0.03,-0.03,0.0,4.065,0.038,-0.038,0.0,2459663.677409,0.005683,-0.005683,0,4.3954123,3.33e-05,-3.33e-05,0,2.306,0.364,-0.364,0,850.0,1.66672,-1.66672,0,2.02986,0.168567,-0.168567,0,119.282,,,,920.0,,,,11.9512,0.006,-0.006,0,177.305,0.5505,-0.5505,0,4836.0,120.5,-120.5,0,4.6,0.09,-0.09,0,0.73,0.05,-0.05,0,2021-06-23 15:28:22,2024-08-22 10:08:01,50907.624145001086 ppm,1.9433268619935908
4106.01,233535738,APC,18h42m58.99s,280.745794,+62d49m06.2s,62.818388,5.271,0.048,-0.048,0.0,33.104,0.044,-0.044,0.0,2459738.567408,0.003342,-0.003342,0,16.3558787,7.66e-05,-7.66e-05,0,4.674,0.474,-0.474,0,1220.0,0.89658,-0.89658,0,3.48406,0.205206,-0.205206,0,68.1566,,,,800.0,,,,11.2452,0.006,-0.006,0,243.519,1.395,-1.395,0,5740.0,130.5,-130.5,0,4.45,0.08,-0.08,0,1.0,0.05,-0.05,0,2021-06-23 15:28:23,2024-08-22 10:08:01,500.7150797734158 ppm,3.4706747397901316
4107.01,232632239,PC,17h56m57.77s,269.240718,+58d52m57.44s,58.882622,-13.792,0.033,-0.033,0.0,6.097,0.031,-0.031,0.0,2459660.461464,0.002679,-0.002679,0,3.5322939,1.38e-05,-1.38e-05,0,1.901,0.325,-0.325,0,2450.0,3.35884,-3.35884,0,3.40196,0.369568,-0.369568,0,64.0026,,,,787.0,,,,12.8398,0.006,-0.006,0,153.899,0.365,-0.365,0,4003.0,124.1,-124.1,0,4.59,0.12,-0.12,0,0.66,0.07,-0.07,0,2021-06-23 15:28:23,2024-08-22 10:08:01,2611.2539576999725 ppm,3.420315866653678
4113.01,229786610,PC,18h55m33.52s,283.889684,+71d24m02.42s,71.400671,11.849,0.039,-0.039,0.0,66.741,0.043,-0.043,0.0,2459839.07625,0.004923,-0.004923,0,22.1575175,0.0001375,-0.0001375,0,3.374,0.516,-0.516,0,837.0,58.3308,-58.3308,0,2.17495,0.166484,-0.166484,0,12.4497,,,,523.0,,,,11.101,0.006,-0.006,0,148.616,0.4655,-0.4655,0,5174.0,132.1,-132.1,0,4.58,0.09,-0.09,0,0.79,0.05,-0.05,0,2021-06-23 15:28:24,2024-08-22 10:08:01,45961.07696988051 ppm,2.1891069743249982
4155.01,467331291,PC,21h42m32.69s,325.636227,+77d44m03.78s,77.734384,31.487,0.041,-0.041,0.0,27.596,0.037,-0.037,0.0,2459913.520622,0.003826,-0.003826,0,3.3207642,1.34e-05,-1.34e-05,0,2.487,0.224,-0.224,0,940.0,0.863072,-0.863072,0,3.02356,0.173903,-0.173903,0,586.762,,,,1371.0,,,,11.2473,0.006,-0.006,0,240.737,1.2675,-1.2675,0,6142.0,389.6,-389.6,0,4.55,0.11,-0.11,0,0.95,0.05,-0.05,0,2021-06-23 15:28:31,2024-08-22 10:08:01,593.296609888283 ppm,2.996460716854994
4156.01,462553953,PC,15h23m07.4s,230.780834,+76d19m54.78s,76.331882,-30.984,0.034,-0.034,0.0,35.394,0.038,-0.038,0.0,2459660.594644,0.003744,-0.003744,0,4.461878,2.92e-05,-2.92e-05,0,2.937,0.473,-0.473,0,500.0,0.851334,-0.851334,0,2.32515,0.156053,-0.156053,0,459.495,,,,1289.0,,,,10.7152,0.007,-0.007,0,213.719,0.997,-0.997,0,5986.0,132.4,-132.4,0,4.45,0.08,-0.08,0,1.04,0.05,-0.05,0,2021-06-23 15:28:31,2024-08-22 10:08:01,332.48327762879126 ppm,2.3786862080824083
4164.01,420108587,PC,18h59m32.3s,284.884564,+73d30m47.82s,73.513284,2.877,1.398,-1.398,0.0,1.007,1.398,-1.398,0.0,2459849.162648,0.005159,-0.005159,0,3.522843,2.3e-05,-2.3e-05,0,2.874,0.5,-0.5,0,800.0,63.6225,-63.6225,0,3.93303,0.504998,-0.504998,0,638.021,,,,1400.0,,,,12.2779,0.006,-0.006,0,511.193,,,0,5952.0,353.9,-353.9,0,,,,0,1.39,0.17,-0.17,0,2021-06-23 15:28:32,2024-08-22 10:08:01,68816.15140555832 ppm,3.641026849744294
4166.01,389777651,PC,10h24m55.09s,156.22955,+84d45m16.99s,84.754719,-28.114,0.04,-0.04,0.0,-5.015,0.037,-0.037,0.0,2459606.707073,0.005781,-0.005781,0,5.236124,5.8e-05,-5.8e-05,0,2.622,0.407,-0.407,0,930.0,2.61524,-2.61524,0,2.94616,0.229194,-0.229194,0,188.943,,,,1032.0,,,,11.6431,0.006,-0.006,0,257.962,1.4595,-1.4595,0,5604.0,144.5,-144.5,0,4.47,0.08,-0.08,0,0.96,0.05,-0.05,0,2021-06-23 15:28:32,2024-08-22 10:08:01,560.4924843295004 ppm,2.8914595981881597
4171.01,362223355,PC,19h06m52.93s,286.720557,+81d39m16.34s,81.654539,10.876,0.029,-0.029,0.0,26.487,0.032,-0.032,0.0,2459885.746921,0.00319,-0.00319,0,3.7453991,7.08e-05,-7.08e-05,0,3.327,0.534,-0.534,0,1390.0,2.44373,-2.44373,0,3.17171,0.227621,-0.227621,0,428.765,,,,1267.0,,,,12.4747,0.006,-0.006,0,279.324,1.6515,-1.6515,0,5133.0,123.2,-123.2,0,4.56,0.09,-0.09,0,0.81,0.05,-0.05,0,2021-06-23 15:28:33,2024-08-22 10:08:01,1967.8981431297711 ppm,3.1819001199646157
4172.01,359388309,PC,17h52m10.85s,268.045217,+58d22m00.57s,58.366826,-0.99,0.035,-0.035,0.0,0.125,0.038,-0.038,0.0,2459850.557908,0.005901,-0.005901,0,4.1915095,3.03e-05,-3.03e-05,0,3.187,0.459,-0.459,0,900.0,55.3122,-55.3122,0,2.33252,0.176641,-0.176641,0,270.353,,,,1129.0,,,,12.2997,0.006,-0.006,0,241.956,1.0255,-1.0255,0,4996.0,127.2,-127.2,0,4.56,0.09,-0.09,0,0.79,0.05,-0.05,0,2021-06-23 15:28:33,2024-08-22 10:08:01,3460.570136971844 ppm,2.189312404720132
4286.01,294097592,PC,07h10m05.61s,107.523368,-55d51m23.61s,-55.856558,4.721,0.038,-0.038,0.0,-3.08,0.038,-0.038,0.0,2458682.235801,0.008932,-0.008932,0,1.0268508,5.61e-05,-5.61e-05,0,2.172,0.551,-0.551,0,1430.0,7.96037,-7.96037,0,3.2806,,,0,2280.33,,,,1925.0,,,,13.5159,0.006,-0.006,0,415.392,3.489,-3.489,0,4938.0,122.0,-122.0,0,4.49,,,0,0.85,,,0,2021-07-12 14:52:24,2024-08-22 10:08:01,1901.6515260845467 ppm,
4658.01,224279091,PC,23h42m08.52s,355.53548,-39d03m39.91s,-39.061086,51.936,0.041,-0.041,0.0,-67.728,0.051,-0.051,0.0,2459103.831934,0.004264,-0.004264,0,6.0142432,7.77e-05,-7.77e-05,0,2.262,0.415,-0.415,0,1210.0,4.92548,-4.92548,0,2.96676,0.257235,-0.257235,0,103.111,,,,887.0,,,,11.5047,0.006,-0.006,0,222.47,1.8255,-1.8255,0,5575.0,130.4,-130.4,0,4.58,0.08,-0.08,0,0.85,0.04,-0.04,0,2021-12-21 00:32:42,2024-08-22 10:08:01,585.0535022908983 ppm,2.8213027943513223
4662.01,166778944,PC,03h50m03.85s,57.516031,-31d05m38.49s,-31.094025,26.588,0.034,-0.034,0.0,36.894,0.042,-0.042,0.0,2459165.007854,0.003148,-0.003148,0,4.7034187,3.14e-05,-3.14e-05,0,1.937,0.255,-0.255,0,1390.0,4.26765,-4.26765,0,2.58065,0.257087,-0.257087,0,50.104,,,,741.0,,,,11.4031,0.006,-0.006,0,111.047,0.2885,-0.2885,0,4481.0,121.7,-121.7,0,4.6,0.09,-0.09,0,0.69,0.05,-0.05,0,2021-12-21 00:33:09,2024-08-22 10:08:01,546.2656777011241 ppm,2.676717258261659
4675.01,279095914,PC,03h22m10.27s,50.542788,-04d06m42.02s,-4.111673,-6.765,0.079,-0.079,0.0,-22.516,0.097,-0.097,0.0,2459165.52615,0.005425,-0.005425,0,3.5779775,3.33e-05,-3.33e-05,0,1.795,0.409,-0.409,0,830.0,4.21371,-4.21371,0,2.15124,0.251913,-0.251913,0,54.0709,,,,755.0,,,,11.0418,0.006,-0.006,0,61.629,0.1918,-0.1918,0,3991.0,119.0,-119.0,0,4.67,0.12,-0.12,0,0.61,0.06,-0.06,0,2021-12-21 00:33:14,2024-08-22 10:08:01,422.7644042675444 ppm,2.2838576971328197
4685.01,431693152,PC,04h56m56.85s,74.236863,+02d39m44.35s,2.66232,20.805,0.056,-0.056,0.0,-11.563,0.037,-0.037,0.0,2459188.98641,0.006129,-0.006129,0,7.0308254,8.81e-05,-8.81e-05,0,3.198,0.539,-0.539,0,1560.0,5.49239,-5.49239,0,3.61495,0.299195,-0.299195,0,149.202,,,,973.0,,,,11.6829,0.006,-0.006,0,249.796,1.8905,-1.8905,0,5516.0,127.1,-127.1,0,4.51,0.08,-0.08,0,0.9,0.05,-0.05,0,2021-12-21 00:33:53,2024-08-22 10:08:01,,3.6567678312556033
4724.01,119638424,PC,06h43m37.76s,100.907325,-10d35m02.91s,-10.584142,-3.075,0.083,-0.083,0.0,11.605,0.097,-0.097,0.0,2459221.311524,0.005248,-0.005248,0,3.572359,3.12e-05,-3.12e-05,0,2.731,0.476,-0.476,0,1300.0,4.16208,-4.16208,0,3.43709,0.275018,-0.275018,0,495.575,,,,1314.0,,,,11.2567,0.006,-0.006,0,225.229,2.11,-2.11,0,5730.0,135.0,-135.0,0,4.52,0.08,-0.08,0,0.92,0.05,-0.05,0,2021-12-21 00:34:48,2024-08-22 10:08:01,700.6925748559191 ppm,3.6347375810708438
4747.01,235078021,PC,05h45m42.64s,86.427665,-45d01m45.22s,-45.029229,9.399,0.04,-0.04,0.0,59.156,0.042,-0.042,0.0,2459222.486906,0.003842,-0.003842,0,5.2192426,3.43e-05,-3.43e-05,0,2.45,0.472,-0.472,0,1500.0,3.0884,-3.0884,0,3.8343,0.273951,-0.273951,0,190.795,,,,1035.0,,,,11.8128,0.006,-0.006,0,304.615,2.015,-2.015,0,5688.0,133.4,-133.4,0,4.45,0.08,-0.08,0,0.99,0.05,-0.05,0,2021-12-21 00:34:58,2024-08-22 10:08:01,561.9649232949763 ppm,4.050497735368405
4762.01,119069946,PC,06h40m14.06s,100.058596,-06d55m55.51s,-6.932085,16.588,0.068,-0.068,0.0,-43.981,0.071,-0.071,0.0,2459220.411888,0.007204,-0.007204,0,4.3591525,5.61e-05,-5.61e-05,0,3.559,0.665,-0.665,0,1030.0,3.402,-3.402,0,3.61577,0.304788,-0.304788,0,626.954,,,,1394.0,,,,11.2806,0.006,-0.006,0,304.955,4.3165,-4.3165,0,5866.0,143.2,-143.2,0,4.3,0.08,-0.08,0,1.2,0.06,-0.06,0,2021-12-21 00:35:04,2024-08-22 10:08:01,883.1150145000234 ppm,3.677123363169817
4851.01,60377863,PC,07h28m55.03s,112.229289,-44d08m23.18s,-44.139772,-16.087,0.052,-0.052,0.0,81.461,0.047,-0.047,0.0,2459278.824612,0.006183,-0.006183,0,21.6091483,0.0004237,-0.0004237,0,6.112,1.415,-1.415,0,320.0,1.19731,-1.19731,0,2.134,0.170092,-0.170092,0,103.508,,,,888.0,,,,9.4051,0.006,-0.006,0,125.772,0.4755,-0.4755,0,5967.0,133.0,-133.0,0,4.36,0.08,-0.08,0,1.15,0.05,-0.05,0,2021-12-21 22:31:54,2024-08-22 10:08:01,172.21908458296906 ppm,2.1815511471463016
4898.01,124235800,PC,13h09m22s,197.341671,-32d49m46.03s,-32.829454,-116.636,0.066,-0.066,0.0,-48.539,0.061,-0.061,0.0,2459330.01077,0.002056,-0.002056,0,2.7652293,1.03e-05,-1.03e-05,0,1.262,0.219,-0.219,0,2390.0,6.07417,-6.07417,0,3.48557,0.201627,-0.201627,0,33.0144,,,,667.0,,,,11.9277,0.007,-0.007,0,98.5958,0.3946,-0.3946,0,3830.0,157.0,-157.0,0,4.62,0.01,-0.01,0,0.64,0.02,-0.02,0,2021-12-21 22:36:51,2024-08-22 10:08:01,690.3839899529771 ppm,3.6610933221517206
5034.01,306990399,PC,17h47m47.92s,266.949667,-62d31m38.83s,-62.527452,16.223,0.036,-0.036,0.0,0.536,0.039,-0.039,0.0,2459377.128539,0.006567,-0.006567,0,8.7042937,9.21e-05,-9.21e-05,0,2.726,0.413,-0.413,0,2130.0,5.2516,-5.2516,0,3.59413,0.28214,-0.28214,0,52.2984,,,,749.0,,,,12.0635,0.006,-0.006,0,221.335,1.8495,-1.8495,0,5160.9,117.0,-117.0,0,4.61,0.08,-0.08,0,0.77,0.04,-0.04,0,2022-01-06 22:49:53,2024-08-22 10:08:01,835.2071884980562 ppm,3.577735132898798
5229.01,288428649,PC,17h56m08.52s,269.035507,+78d12m47.24s,78.213123,3.477,0.039,-0.039,0.0,-71.214,0.043,-0.043,0.0,2459883.298899,0.009094,-0.009094,0,5.9184575,2.2e-05,-2.2e-05,0,2.947,0.241,-0.241,0,1240.0,0.894902,-0.894902,0,3.4729,0.227687,-0.227687,0,130.7,,,,941.0,,,,11.9919,0.007,-0.007,0,273.283,1.6965,-1.6965,0,5087.5,153.5,-153.5,0,4.41,0.09,-0.09,0,0.97,0.06,-0.06,0,2022-02-28 23:23:37,2024-08-22 10:08:01,988.1348114661159 ppm,3.5506839396376484
5234.01,335681838,PC,14h50m03.35s,222.513957,+63d02m18.37s,63.038437,9.659,0.047,-0.047,0.0,-12.506,0.05,-0.05,0.0,2459442.434681,0.013923,-0.013923,0,15.1016086,0.0004979,-0.0004979,0,4.403,1.124,-1.124,0,520.0,2.34201,-2.34201,0,2.71644,0.233876,-0.233876,0,126.721,,,,934.0,,,,10.8964,0.006,-0.006,0,302.144,2.184,-2.184,0,6511.0,128.7,-128.7,0,4.42,0.09,-0.09,0,1.18,0.05,-0.05,0,2022-02-28 23:23:39,2024-08-22 10:08:01,553.2353765844829 ppm,2.940594613657076
5265.01,219847787,PC,17h02m24.83s,255.603468,+69d06m34.79s,69.109664,-8.542,0.051,-0.051,0.0,-15.133,0.05,-0.05,0.0,2459892.032608,0.00413,-0.00413,0,11.5914514,6.5e-05,-6.5e-05,0,1.968,0.472,-0.472,0,832.0,77.4328,-77.4328,0,3.16826,0.228928,-0.228928,0,29.4907,,,,649.0,,,,11.456,0.006,-0.006,0,301.885,2.567,-2.567,0,5896.0,126.5,-126.5,0,4.4,0.08,-0.08,0,1.08,0.05,-0.05,0,2022-02-28 23:23:53,2024-08-22 10:08:01,736.4671131172441 ppm,3.2126360675895715
5267.01,153971295,PC,13h28m17.26s,202.071927,+70d24m57.73s,70.416036,1.514,0.052,-0.052,0.0,15.095,0.037,-0.037,0.0,2459599.727409,0.030578,-0.030578,0,13.7036806,0.0005331,-0.0005331,0,4.766,1.067,-1.067,0,1020.0,6.21234,-6.21234,0,2.8229,0.279196,-0.279196,0,96.0669,,,,872.0,,,,11.9139,0.007,-0.007,0,273.233,1.6785,-1.6785,0,5546.0,120.5,-120.5,0,4.55,0.08,-0.08,0,0.87,0.04,-0.04,0,2022-02-28 23:23:53,2024-08-22 10:08:01,1235.8797859666429 ppm,2.9864867590445066
5491.01,247166992,PC,07h34m22.99s,113.595788,+17d17m39.38s,17.294273,-17.427,0.069,-0.069,0.0,-3.865,0.057,-0.057,0.0,2459572.370099,0.004501,-0.004501,0,5.0280368,0.0005705,-0.0005705,0,2.161,0.435,-0.435,0,1360.0,4.26983,-4.26983,0,2.87252,0.268468,-0.268468,0,79.6611,,,,832.0,,,,11.5182,0.007,-0.007,0,152.766,0.935,-0.935,0,4825.0,129.6,-129.6,0,4.56,0.09,-0.09,0,0.77,0.05,-0.05,0,2022-04-20 19:54:45,2024-08-22 10:08:01,898.1903393344458 ppm,2.7853481432354825
5495.01,380671216,PC,11h58m22.71s,179.594619,+11d43m54.12s,11.7317,-64.187,0.095,-0.095,0.0,-42.585,0.084,-0.084,0.0,2459559.909482,0.006678,-0.006678,0,9.6569059,0.0002016,-0.0002016,0,4.278,0.716,-0.716,0,800.0,2.65548,-2.65548,0,2.91617,0.248258,-0.248258,0,162.76,,,,995.0,,,,10.6421,0.006,-0.006,0,190.774,2.796,-2.796,0,5729.1,142.4,-142.4,0,4.41,0.08,-0.08,0,1.04,0.06,-0.06,0,2022-04-20 19:54:47,2024-08-22 10:08:01,546.0035391356257 ppm,3.136310617151198
