toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim,toi_created,rowupdate,cdpp,pl_perturbed
5745.01,18016577,PC,11h26m17.6s,171.573332,+38d13m15.46s,38.22096,-173.475,0.071,-0.071,0.0,17.722,0.13,-0.13,0.0,2459630.305591,0.004102,-0.004102,0,,,,0,4.5873679,0.6779668,-0.6779668,0,863.297992,101.562775,-101.562775,0,2.2163959,1.408132,-1.408132,0,0.1593327,,,,161.137269,,,,9.8127,0.006,-0.006,0,78.3388,0.34835,-0.34835,0,5097.94,110.091,-110.091,0,4.61197,0.0805973,-0.0805973,0,0.759102,0.0408291,-0.0408291,0,2022-09-01 23:33:03,2024-02-15 12:03:00,221.0236092228842 ppm,3.0225075227231097
1230.01,287156968,CP,07h52m31.1s,118.129594,-83d49m30.23s,-83.825063,20.314,0.038,-0.038,0.0,-77.04,0.049,-0.049,0.0,2458620.316686,0.00626,-0.00626,0,25.0571312,0.0001639,-0.0001639,0,7.5424225,0.4529238,-0.4529238,0,533.486013,30.72904,-30.72904,0,3.2396838,0.2000049,-0.2000049,0,53.1389289,,,,688.6094029,,,,9.6245,0.006,-0.006,0,143.138,0.4455,-0.4455,0,5696.0,188.0,-188.0,0,4.26563,0.273635,-0.273635,0,1.15281,0.0536432,-0.0536432,0,2019-08-26 19:21:33,2024-02-15 10:08:02,194.52213830720535 ppm,3.1942356378388435
700.01,150428135,CP,06h28m22.97s,97.095717,-65d34m43.01s,-65.578615,-102.75,0.051,-0.051,0.0,161.805,0.06,-0.06,0.0,2459303.157062,0.001218,-0.001218,0,16.051106,9e-06,-9e-06,0,1.3968229,0.0545493,-0.0545493,0,2768.5212418,74.3447,-74.3447,0,2.5869212,0.1016638,-0.1016638,0,2.7275631,,,,327.7656616,,,,10.9102,0.007,-0.007,0,31.1265,0.0206,-0.0206,0,3482.0,,,0,4.438,,,0,0.419457,0.0125728,-0.0125728,0,2019-04-30 13:04:28,2024-02-15 10:08:02,350.11248828918787 ppm,2.6728344288001344
824.01,193641523,CP,14h48m39.71s,222.16547,-57d35m19.92s,-57.588867,-51.604,0.068,-0.068,0.0,-152.392,0.079,-0.079,0.0,2458597.813432,0.000342,-0.000342,0,1.3929721,2.9e-06,-2.9e-06,0,1.0799517,0.1234716,-0.1234716,0,1576.0776119,52.540215,-52.540215,0,2.9539057,1.0760398,-1.0760398,0,411.5001611,,,,1148.7148937,,,,10.0732,0.006,-0.006,0,63.9262,0.14315,-0.14315,0,4452.0,174.0,-174.0,0,4.49909,0.3415,-0.3415,0,0.729635,0.0566885,-0.0566885,0,2019-06-17 17:15:52,2024-02-15 10:08:02,432.2391840347109 ppm,3.551712812221371
6069.01,259099556,FA,19h24m35.63s,291.148444,+67d31m40.67s,67.527964,66.372,0.142,-0.142,0.0,43.603,0.15,-0.15,0.0,2459937.955167,0.007658,-0.007658,0,1.6290926,0.0008053,-0.0008053,0,4.6315189,0.3305947,-0.3305947,0,411.7525108,41.837414,-41.837414,0,3.94559,0.3306372,-0.3306372,0,2815.3764354,,,,1857.8209989,,,,8.92071,0.006,-0.006,0,122.51,1.1125,-1.1125,0,5658.0,131.02,-131.02,0,4.08591,0.0801153,-0.0801153,0,1.5037,0.0784422,-0.0784422,0,2023-02-23 20:51:10,2024-02-14 12:02:56,354.9056477295147 ppm,3.9638907929446394
1098.01,383390264,CP,12h50m21.43s,192.589285,-88d07m16s,-88.121111,-18.776,0.039,-0.039,0.0,-18.086,0.039,-0.039,0.0,2458629.909082,0.000837,-0.000837,0,10.1826983,1.29e-05,-1.29e-05,0,2.8275109,0.2582998,-0.2582998,0,667.4752458,45.255642,-45.255642,0,3.0538057,0.7958977,-0.7958977,0,198.394783,,,,957.1991659,,,,8.7581,0.006,-0.006,0,105.096,0.266,-0.266,0,6153.0,194.0,-194.0,0,4.34814,0.271419,-0.271419,0,1.14582,0.0509699,-0.0509699,0,2019-08-16 20:20:49,2024-02-13 10:08:02,135.6388560455251 ppm,2.5203188251975512
269.01,220479565,CP,05h03m23.11s,75.846283,-54d10m39.8s,-54.177721,26.472,0.043,-0.043,0.0,-120.75,0.043,-0.043,0.0,2458381.845549,0.000243,-0.000243,0,3.6977167,2.2e-06,-2.2e-06,0,0.9308263,0.0725687,-0.0725687,0,4755.6707294,122.93876,-122.93876,0,2.942044,0.2132582,-0.2132582,0,19.1944226,,,,533.8429511,,,,12.2958,0.007,-0.007,0,57.0225,0.07565,-0.07565,0,3607.0,,,0,4.438,,,0,0.397924,0.011947,-0.011947,0,2019-05-17 18:40:33,2024-02-13 10:08:02,1007.8614655117752 ppm,2.960662988346691
282.03,29781292,CP,04h20m57.19s,65.238307,-68d06m09.68s,-68.102688,22.028,0.039,-0.039,0.0,-10.401,0.043,-0.043,0.0,2458355.648726,0.005979,-0.005979,0,84.2607645,0.0008756,-0.0008756,0,10.925059,0.4659072,-0.4659072,0,440.1660616,21.959137,-21.959137,0,3.4359102,0.2032539,-0.2032539,0,17.3744666,,,,520.7120401,,,,8.9387,0.006,-0.006,0,139.611,0.428,-0.428,0,6321.0,196.0,-196.0,0,4.22436,0.295755,-0.295755,0,1.41189,0.0640704,-0.0640704,0,2019-06-06 20:53:59,2024-02-13 10:08:02,117.40592666935395 ppm,3.3899244697021422
6061.01,239823606,PC,05h48m40.67s,87.169462,+35d02m02.8s,35.034111,43.365,0.087,-0.087,0.0,-154.389,0.07,-0.07,0.0,2459925.632107,0.00733,-0.00733,0,8.1309123,0.0001656,-0.0001656,0,3.313,0.918,-0.918,0,313.0,24.0272,-24.0272,0,1.51687,0.1201,-0.1201,0,144.968,,,,966.0,,,,8.895701,0.006,-0.006,0,79.384,0.4607,-0.4607,0,5639.0,122.5,-122.5,0,4.46,0.08,-0.08,0,0.97,0.05,-0.05,0,2023-02-08 21:14:16,2024-02-09 10:08:02,134.00810580487965 ppm,1.5323407884067692
5559.01,456945304,KP,04h31m16.93s,67.82053,+19d49m54.08s,19.83169,-33.984,0.16,-0.16,0.0,-27.029,0.063,-0.063,0.0,2460258.421812,0.002708,-0.002708,0,2.1408063,2.6e-06,-2.6e-06,0,1.569,0.184,-0.184,0,628.0,20.3419,-20.3419,0,2.59639,0.149349,-0.149349,0,428.205,,,,1267.0,,,,10.3729,0.006,-0.006,0,144.202,1.1885,-1.1885,0,5372.0,131.712,-131.712,0,4.40929,0.0856318,-0.0856318,0,1.0,0.05,-0.05,0,2022-05-17 20:08:56,2024-02-06 16:04:15,310.42529136147243 ppm,2.6568443241811637
5067.01,117275513,KP,08h43m30.8s,130.878348,+24d25m22.64s,24.422956,1.18,0.058,-0.058,0.0,-34.594,0.037,-0.037,0.0,2460276.929305,0.002662,-0.002662,0,4.6886342,5.8e-06,-5.8e-06,0,2.651,0.107,-0.107,0,1469.0,28.776,-28.776,0,3.36071,0.226598,-0.226598,0,133.083,,,,946.0,,,,11.7421,0.006,-0.006,0,201.856,1.4895,-1.4895,0,4954.0,129.1,-129.1,0,4.47,0.09,-0.09,0,0.87,0.06,-0.06,0,2022-01-06 23:39:35,2024-02-02 10:08:02,658.2428665917577 ppm,3.56396207003012
5068.01,366631954,KP,08h40m43.21s,130.180046,+10d58m58.62s,10.982951,-65.162,0.088,-0.088,0.0,1.417,0.062,-0.062,0.0,2460277.077587,0.001291,-0.001291,0,4.7369669,2.4e-06,-2.4e-06,0,2.58,0.099,-0.099,0,1238.0,29.8764,-29.8764,0,2.93924,0.156577,-0.156577,0,307.522,,,,1166.0,,,,11.1704,0.006,-0.006,0,154.83,1.246,-1.246,0,5069.2,124.4,-124.4,0,4.46,2.0,-2.0,0,0.79,0.04,-0.04,0,2022-01-06 23:39:35,2024-02-02 10:08:02,481.7418990493042 ppm,2.8907712198945705
5071.01,307733361,KP,08h38m24.26s,129.601086,+20d06m21.63s,20.106007,-36.144,0.108,-0.108,0.0,-13.014,0.061,-0.061,0.0,2460284.308584,0.001209,-0.001209,0,1.6739029,7e-07,-7e-07,0,1.355,0.117,-0.117,0,863.0,22.3356,-22.3356,0,3.44449,0.189317,-0.189317,0,757.167,,,,1461.0,,,,10.0121,0.006,-0.006,0,188.959,2.4405,-2.4405,0,6115.5,141.5,-141.5,0,4.33,0.09,-0.09,0,1.22,0.06,-0.06,0,2022-01-06 23:39:37,2024-02-02 10:08:02,255.15006870008804 ppm,3.3995875041718415
5126.02,27064468,CP,10h06m38.35s,151.659783,+18d38m02.63s,18.634063,-54.591,0.101,-0.101,0.0,-10.621,0.092,-0.092,0.0,2460258.338552,0.009475,-0.009475,0,17.9051919,0.0002375,-0.0002375,0,4.555,0.739,-0.739,0,771.0,43.0811,-43.0811,0,3.00633,0.193885,-0.193885,0,76.5725,,,,824.0,,,,9.56225,0.006,-0.006,0,160.414,1.598,-1.598,0,6223.0,130.6,-130.6,0,4.33,0.08,-0.08,0,1.24,0.06,-0.06,0,2022-02-08 22:12:14,2024-02-02 10:08:02,186.65948543890275 ppm,2.9422947041141807
1726.02,130181866,CP,07h49m55.05s,117.47937,+27d21m47.28s,27.363134,-10.027,0.085,-0.085,0.0,-11.314,0.049,-0.049,0.0,2459583.637103,0.000998,-0.000998,0,20.5438153,2.36e-05,-2.36e-05,0,4.0537919,0.1126891,-0.1126891,0,799.3817133,25.194975,-25.194975,0,2.5734283,0.3003505,-0.3003505,0,35.3582059,,,,621.931143,,,,6.2683,0.006,-0.006,0,22.4035,0.0225,-0.0225,0,5694.11,153.429,-153.429,0,4.53108,0.085452,-0.085452,0,0.902932,0.0547111,-0.0547111,0,2020-02-20 19:59:15,2024-02-01 16:02:02,66.54532224011614 ppm,2.6139605845082428
4304.01,366443426,KP,08h26m27.8s,126.615828,+10d04m49.34s,10.080371,-48.143,0.104,-0.104,0.0,0.059,0.059,-0.059,0.0,2460266.657375,0.004924,-0.004924,0,15.5718552,2.91e-05,-2.91e-05,0,4.931,0.297,-0.297,0,380.0,10.0018,-10.0018,0,2.44317,0.137602,-0.137602,0,115.206,,,,912.0,,,,8.4642,0.006,-0.006,0,106.289,0.672,-0.672,0,6352.33,149.652,-149.652,0,4.30502,0.0955413,-0.0955413,0,1.31,0.07,-0.07,0,2021-07-19 00:13:44,2024-02-01 16:02:02,110.90098439598465 ppm,2.517370024757905
5097.01,203214081,KP,08h58m52.52s,134.718851,+21d04m29.27s,21.074796,175.512,0.103,-0.103,0.0,-318.469,0.067,-0.067,0.0,2460261.803357,0.002405,-0.002405,0,5.7459945,6.1e-06,-6.1e-06,0,1.185,0.127,-0.127,0,3650.0,0.0651263,-0.0651263,0,2.06081,0.0618536,-0.0618536,0,3.99828,,,,393.0,,,,11.5219,0.007,-0.007,0,27.9276,0.04505,-0.04505,0,3413.0,157.0,-157.0,0,4.91,,,0,0.32,0.01,-0.01,0,2022-01-06 23:46:15,2024-02-01 16:02:02,536.1844657836355 ppm,2.0073151749892366
5111.01,203289099,KP,09h05m26.76s,136.361492,+21d40m06.92s,21.668589,14.473,0.08,-0.08,0.0,-25.94,0.057,-0.057,0.0,2460280.32405,0.004267,-0.004267,0,3.3557219,6.6e-06,-6.6e-06,0,1.599,0.088,-0.088,0,1101.0,24.2749,-24.2749,0,1.9149,0.0624086,-0.0624086,0,37.2966,,,,688.0,,,,11.7538,0.007,-0.007,0,75.1691,0.30675,-0.30675,0,3807.0,157.0,-157.0,0,4.68,0.01,-0.01,0,0.56,0.02,-0.02,0,2022-01-25 22:18:19,2024-02-01 16:02:02,737.3449012305522 ppm,1.9428699692894693
5115.01,366499151,PC,08h28m37.08s,127.154488,+10d14m58.16s,10.249488,97.645,0.079,-0.079,0.0,-115.839,0.048,-0.048,0.0,2459554.641004,0.011475,-0.011475,0,13.8240078,0.0001263,-0.0001263,0,3.512,0.459,-0.459,0,1140.0,1.14251,-1.14251,0,2.38171,0.169823,-0.169823,0,35.732,,,,681.0,,,,12.1045,0.006,-0.006,0,207.618,2.061,-2.061,0,5129.0,127.0,-127.0,0,4.67,0.09,-0.09,0,0.71,0.04,-0.04,0,2022-01-25 22:18:21,2024-02-01 16:02:02,765.3466971868902 ppm,2.3678097181701467
5169.01,350023518,PC,10h19m28.54s,154.868917,+06d34m57.96s,6.582766,-41.684,0.077,-0.077,0.0,-48.011,0.069,-0.069,0.0,2460269.548352,0.002337,-0.002337,0,8.0387972,2.87e-05,-2.87e-05,0,1.487,0.487,-0.487,0,738.0,64.944,-64.944,0,2.25604,0.174709,-0.174709,0,42.1222,,,,709.0,,,,8.1644,0.006,-0.006,0,36.2194,0.07735,-0.07735,0,5002.0,120.069,-120.069,0,4.56836,0.0851961,-0.0851961,0,0.78,0.05,-0.05,0,2022-02-08 22:12:16,2024-02-01 16:02:02,106.5465112674461 ppm,2.411761771530392
5177.01,350033870,PC,10h20m17.4s,155.072519,+07d16m24.91s,7.273586,17.551,0.076,-0.076,0.0,-78.213,0.07,-0.07,0.0,2460284.438815,0.007145,-0.007145,0,2.2085904,6.7e-06,-6.7e-06,0,3.992,0.355,-0.355,0,151.0,4.41938,-4.41938,0,1.8831,0.0952637,-0.0952637,0,3785.82,,,,2185.0,,,,8.8471,0.007,-0.007,0,154.965,1.164,-1.164,0,6183.0,128.3,-128.3,0,4.06,0.08,-0.08,0,1.68,0.08,-0.08,0,2022-02-08 22:13:11,2024-02-01 16:02:02,181.5279500974882 ppm,1.9753850189877442
755.02,73228647,KP,12h40m08.78s,190.036564,-44d18m43.48s,-44.312078,-3.723,0.097,-0.097,0.0,-13.684,0.123,-0.123,0.0,2458576.159251,0.001891,-0.001891,0,6.7418796,1.92e-05,-1.92e-05,0,1.3710857,0.6001972,-0.6001972,0,450.5420649,81.49111,-81.49111,0,2.1138482,4.644325,-4.644325,0,193.8322952,,,,951.6478794,,,,9.4628,0.006,-0.006,0,106.307,0.7195,-0.7195,0,6003.0,192.0,-192.0,0,4.47356,0.276774,-0.276774,0,0.986649,0.0502011,-0.0502011,0,2024-02-01 22:49:16,2024-02-01 16:02:02,166.70798945607177 ppm,-2.1437210292950426
761.01,165317334,PC,11h57m03.12s,179.262998,-38d06m17.26s,-38.104794,-111.607,0.052,-0.052,0.0,-18.278,0.034,-0.034,0.0,2458576.38961,0.001756,-0.001756,0,10.5557332,2.07e-05,-2.07e-05,0,2.8163532,0.2894082,-0.2894082,0,1505.7221535,88.76775,-88.76775,0,2.7774832,0.6242574,-0.6242574,0,16.7317515,,,,515.8282237,,,,10.9217,0.006,-0.006,0,66.8154,0.1808,-0.1808,0,4368.0,174.0,-174.0,0,4.56706,0.236556,-0.236556,0,0.68476,0.0702512,-0.0702512,0,2019-06-11 20:03:40,2024-02-01 16:02:02,365.73275791598775 ppm,3.259422716540365
2011.01,136916387,KP,15h21m45.63s,230.440115,-48d19m07.74s,-48.318817,-1624.05,0.169,-0.169,0.0,-276.024,0.133,-0.133,0.0,2458631.767617,0.001185,-0.001185,0,11.5778362,1.84e-05,-1.84e-05,0,3.8772499,0.2974425,-0.2974425,0,217.3994918,11.614346,-11.614346,0,1.5422129,0.716135,-0.716135,0,99.9013415,,,,806.3295569,,,,5.0494,0.006,-0.006,0,14.682,0.01985,-0.01985,0,5739.0,25.0,-25.0,0,4.51,0.028,-0.028,0,1.02607,0.0451056,-0.0451056,0,2020-06-17 20:50:03,2024-01-31 16:02:01,64.61787526745351 ppm,1.797176527828826
2011.02,136916387,KP,15h21m45.63s,230.440115,-48d19m07.74s,-48.318817,-1624.05,0.169,-0.169,0.0,-276.024,0.133,-0.133,0.0,2458650.89757,0.000892,-0.000892,0,27.5920718,2.66e-05,-2.66e-05,0,3.2743016,0.0902935,-0.0902935,0,555.3352929,14.799067,-14.799067,0,2.7050278,0.1508972,-0.1508972,0,31.3830711,,,,603.6616824,,,,5.0494,0.006,-0.006,0,14.682,0.01985,-0.01985,0,5739.0,25.0,-25.0,0,4.51,0.028,-0.028,0,1.02607,0.0451056,-0.0451056,0,2022-04-20 20:30:04,2024-01-31 16:02:01,64.61787526745351 ppm,2.5773282219133273
5534.01,176868951,KP,12h11m00.34s,182.751404,-09d45m54.86s,-9.765239,-39.485,0.091,-0.091,0.0,-5.371,0.083,-0.083,0.0,2459280.989488,0.000638,-0.000638,0,0.3693057,7.7e-06,-7.7e-06,0,1.0027781,0.2169554,-0.2169554,0,755.6535935,63.054474,-63.054474,0,2.1341819,1.6865956,-1.6865956,0,3842.3392138,,,,2008.0229649,,,,11.3328,0.006,-0.006,0,152.509,1.071,-1.071,0,5129.0,129.027,-129.027,0,4.61786,0.0850693,-0.0850693,0,0.755722,0.0461005,-0.0461005,0,2022-04-20 21:11:33,2024-01-31 16:02:01,586.1432805924196 ppm,2.7063333534792955
763.01,178819686,CP,12h57m52.34s,194.468098,-39d45m29.02s,-39.758061,-76.902,0.073,-0.073,0.0,-84.817,0.055,-0.055,0.0,2460046.424157,0.002316,-0.002316,0,5.6057748,1.14e-05,-1.14e-05,0,3.0213897,0.4694968,-0.4694968,0,701.1882316,44.637024,-44.637024,0,2.4097088,1.5932673,-1.5932673,0,182.934999,,,,937.9808032,,,,9.5275,0.006,-0.006,0,95.1274,0.45155,-0.45155,0,5767.0,189.0,-189.0,0,4.34736,2.00358,-2.00358,0,0.906761,0.0467135,-0.0467135,0,2019-06-11 20:03:40,2024-01-30 16:02:02,176.43209078587205 ppm,3.243998606083147
763.02,178819686,CP,12h57m52.34s,194.468098,-39d45m29.02s,-39.758061,-76.902,0.073,-0.073,0.0,-84.817,0.055,-0.055,0.0,2460046.212045,0.002995,-0.002995,0,12.2772444,3.09e-05,-3.09e-05,0,3.8398889,0.2858788,-0.2858788,0,869.4629182,44.49966,-44.49966,0,2.8635085,0.418413,-0.418413,0,64.3195695,,,,722.2799042,,,,9.5275,0.006,-0.006,0,95.1274,0.45155,-0.45155,0,5767.0,189.0,-189.0,0,4.34736,2.00358,-2.00358,0,0.906761,0.0467135,-0.0467135,0,2019-06-11 20:03:40,2024-01-30 16:02:02,176.43209078587205 ppm,3.022200930842119
6007.01,279922257,PC,02h36m42.38s,39.176567,+78d39m08.07s,78.652241,77.011,0.075,-0.075,0.0,18.593,0.079,-0.079,0.0,2458799.852581,0.007702,-0.007702,0,949.7905952,0.0053686,-0.0053686,0,4.2222063,0.5164381,-0.5164381,0,3029.1585847,553.5361,-553.5361,0,2.8632815,0.4131799,-0.4131799,0,0.030453,,,,106.5435861,,,,11.8288,0.007,-0.007,0,48.3609,0.10715,-0.10715,0,3500.0,157.0,-157.0,0,4.80448,0.0048954,-0.0048954,0,0.424371,0.0126967,-0.0126967,0,2022-12-01 23:01:00,2024-01-26 12:02:43,761.8445090379465 ppm,2.707433252938048
6070.01,29106627,PC,07h53m18.08s,118.325326,+44d01m30.06s,44.025016,-28.608,0.059,-0.059,0.0,-7.802,0.045,-0.045,0.0,2459942.330357,0.004525,-0.004525,0,9.5128916,0.0001418,-0.0001418,0,3.1254171,0.5654811,-0.5654811,0,1191.6067436,108.14194,-108.14194,0,2.7531721,1.2908589,-1.2908589,0,48.3015382,,,,672.3725733,,,,11.1878,0.006,-0.006,0,140.442,0.75,-0.75,0,4998.0,122.98,-122.98,0,4.58615,0.0875278,-0.0875278,0,0.767312,0.047598,-0.047598,0,2023-02-23 20:51:10,2024-01-26 12:02:43,576.3091625188498 ppm,2.397153237831047
6648.01,440150441,PC,00h21m50.94s,5.462265,+42d46m14.3s,42.77064,-18.029,0.086,-0.086,0.0,3.786,0.043,-0.043,0.0,2459879.945252,0.006725,-0.006725,0,20.86399,0.0052691,-0.0052691,0,5.624,0.713,-0.713,0,1040.0,74.2322,-74.2322,0,3.8434,0.253154,-0.253154,0,75.5957,,,,821.0,,,,9.99685,0.006,-0.006,0,185.35,3.489,-3.489,0,6153.0,129.3,-129.3,0,4.35,0.08,-0.08,0,1.2,0.06,-0.06,0,2023-09-21 21:30:24,2024-01-26 12:02:43,273.2114810127142 ppm,3.847311367677077
6653.01,150901009,PC,00h16m43.79s,4.182463,+20d51m24.35s,20.856765,382.957,0.071,-0.071,0.0,15.335,0.088,-0.088,0.0,2459856.471891,0.010687,-0.010687,0,,,,0,2.623,0.994,-0.994,0,1000.0,117.536,-117.536,0,2.4364,0.227903,-0.227903,0,60.1386,,,,775.0,,,,9.1129,0.006,-0.006,0,50.2297,0.1289,-0.1289,0,4859.0,119.2,-119.2,0,4.59,0.09,-0.09,0,0.75,0.05,-0.05,0,2023-09-21 21:30:25,2024-01-26 12:02:43,169.82511982838346 ppm,2.4401579683680437
6665.01,192014454,PC,06h55m37.65s,103.906879,+42d02m34.55s,42.042931,-86.125,0.09,-0.09,0.0,-92.025,0.077,-0.077,0.0,2458847.263963,0.004307,-0.004307,0,735.797917,0.0059146,-0.0059146,0,5.9484218,0.7712722,-0.7712722,0,479.47449,39.119133,-39.119133,0,2.7674128,1.4511145,-1.4511145,0,0.6531366,,,,229.2824174,,,,8.89177,0.006,-0.006,0,109.972,0.8695,-0.8695,0,5972.63,145.705,-145.705,0,4.28725,0.0868854,-0.0868854,0,1.24541,0.0684874,-0.0684874,0,2023-09-21 21:33:46,2024-01-26 12:02:43,141.05954973436405 ppm,1.9791634446030146
2470.01,298981199,PC,04h41m42.85s,70.428548,-00d36m00.01s,-0.600003,-0.154,0.1,-0.1,0.0,-5.075,0.066,-0.066,0.0,2459199.511667,0.003504,-0.003504,0,7.1853092,4.91e-05,-4.91e-05,0,2.347,0.405,-0.405,0,800.0,2.04782,-2.04782,0,2.12356,0.207758,-0.207758,0,37.1797,,,,687.0,,,,10.0632,0.006,-0.006,0,66.7536,0.20335,-0.20335,0,4562.0,131.6,-131.6,0,4.56,0.1,-0.1,0,0.74,0.06,-0.06,0,2021-02-03 23:44:46,2024-01-23 12:02:45,,1.931530031684015
6281.01,152569268,PC,11h29m30.85s,172.378524,-40d36m33.93s,-40.609425,-117.521,0.044,-0.044,0.0,60.118,0.038,-0.038,0.0,2460038.110256,0.002339,-0.002339,0,1.0542548,2.9e-06,-2.9e-06,0,1.271,0.521,-0.521,0,423.0,703.147,-703.147,0,2.77385,1.19872,-1.19872,0,4181.02,,,,2240.0,,,,9.9542,0.006,-0.006,0,57.7451,0.1116,-0.1116,0,4160.1,120.7,-120.7,0,4.37,0.11,-0.11,0,0.87,0.08,-0.08,0,2023-04-27 20:49:14,2024-01-23 12:02:45,206.04665512272507 ppm,2.7614216736427
6282.01,370009806,PC,03h08m07.55s,47.031443,-70d06m37.65s,-70.110459,-35.426,0.047,-0.047,0.0,-9.169,0.042,-0.042,0.0,2460205.518926,0.005306,-0.005306,0,12.4751631,6.58e-05,-6.58e-05,0,3.937,1.231,-1.231,0,236.0,17.64,-17.64,0,1.56473,0.108079,-0.108079,0,172.89,,,,1010.0,,,,9.1848,0.006,-0.006,0,113.881,0.2875,-0.2875,0,6055.0,130.9,-130.9,0,4.41,0.08,-0.08,0,1.09,0.05,-0.05,0,2023-05-03 22:20:43,2024-01-23 12:02:45,139.0495447614523 ppm,1.5014493782663807
6712.01,192943720,PC,10h19m47.85s,154.949388,-28d57m44.5s,-28.96236,40.895,0.114,-0.114,0.0,0.637,0.111,-0.111,0.0,2458544.224717,0.001719,-0.001719,0,1.8987896,1.08e-05,-1.08e-05,0,1.926234,0.268447,-0.268447,0,98.2034719,13.722937,-13.722937,0,2.2042465,2.741955,-2.741955,0,5729.7476128,,,,2218.9811995,,,,7.71299,0.006,-0.006,0,114.978,0.777,-0.777,0,6016.28,114.525,-114.525,0,3.81004,0.0750363,-0.0750363,0,2.17401,0.0935806,-0.0935806,0,2023-10-05 21:59:28,2024-01-23 12:02:45,82.09075482594218 ppm,3.639232088413414
4503.01,167719618,PC,06h52m22.29s,103.092872,-65d05m51.57s,-65.097657,-62.709,0.055,-0.055,0.0,-62.418,0.061,-0.061,0.0,2459234.617058,0.004158,-0.004158,0,710.6982018,0.001893,-0.001893,0,7.1450196,0.5157298,-0.5157298,0,691.3914728,70.52027,-70.52027,0,2.0928405,0.660804,-0.660804,0,0.8364817,,,,243.9123864,,,,9.0803,0.006,-0.006,0,62.505,0.14425,-0.14425,0,5334.0,184.0,-184.0,0,4.6001,0.270484,-0.270484,0,0.796254,0.0433718,-0.0433718,0,2021-10-21 22:37:15,2024-01-23 10:08:02,126.3765811289344 ppm,2.087753337971086
722.01,38509907,PC,04h09m31.1s,62.379568,-62d51m02.36s,-62.850656,124.306,1.442,-1.442,0.0,166.091,1.509,-1.509,0.0,2458339.134431,0.001926,-0.001926,0,15.3004892,3.91e-05,-3.91e-05,0,3.1952319,0.3896784,-0.3896784,0,1265.2897827,64.64893,-64.64893,0,2.3968761,0.8987442,-0.8987442,0,17.0816408,,,,518.5040418,,,,11.9755,0.006,-0.006,0,57.6851,3.6551,-3.6551,0,4082.0,170.0,-170.0,0,4.63162,0.2,-0.2,0,0.660762,0.0640396,-0.0640396,0,2019-05-24 15:54:20,2024-01-22 16:02:02,595.613579302105 ppm,2.407375714772715
4185.01,152563846,PC,11h28m54.69s,172.227886,-38d06m25.12s,-38.106977,-86.584,0.044,-0.044,0.0,69.757,0.048,-0.048,0.0,2460064.26053,0.003574,-0.003574,0,16.5414219,0.0001269,-0.0001269,0,3.4223633,0.4401203,-0.4401203,0,1098.6666331,98.509155,-98.509155,0,3.3270234,0.8524556,-0.8524556,0,23.3426364,,,,560.6053342,,,,10.7194,0.006,-0.006,0,99.0303,0.3682,-0.3682,0,4395.6,79.0,-79.0,0,4.49,0.16,-0.16,0,0.938435,0.0774372,-0.0774372,0,2021-07-08 23:19:06,2024-01-22 10:08:02,317.32859315111244 ppm,2.600711216571784
206.01,55650590,CP,04h54m57.17s,73.73822,-62d31m18.75s,-62.521874,105.973,0.074,-0.074,0.0,111.015,0.083,-0.083,0.0,2458325.542536,0.000284,-0.000284,0,0.7363132,4.8e-06,-4.8e-06,0,0.6736853,0.062197,-0.062197,0,1322.5461054,78.30821,-78.30821,0,1.5332682,0.1028587,-0.1028587,0,117.7581671,,,,840.1706554,,,,12.4312,0.008,-0.008,0,47.7465,0.10975,-0.10975,0,3358.0,,,0,4.438,,,0,0.351676,0.0105659,-0.0105659,0,2019-05-17 18:40:33,2024-01-17 16:02:04,837.9265831840945 ppm,1.6132953122292166
2552.01,31515092,PC,07h43m40.49s,115.918702,-10d15m25.49s,-10.257081,-36.087,0.092,-0.092,0.0,14.154,0.057,-0.057,0.0,2459230.693395,0.001532,-0.001532,0,2.3701119,1.45e-05,-1.45e-05,0,1.8215643,0.5498443,-0.5498443,0,2049.0263458,190.62766,-190.62766,0,3.0793796,2.734467,-2.734467,0,122.1390568,,,,847.8780456,,,,11.8762,0.006,-0.006,0,102.256,0.556,-0.556,0,4007.0,121.939,-121.939,0,4.56359,0.11371,-0.11371,0,0.684741,0.0659925,-0.0659925,0,2021-03-11 23:41:59,2024-01-17 10:08:02,965.4435071176598 ppm,3.6120848398593646
